"50 Op","3000 Op","3065 Op","21487 Op","28816 Op","33196 Op","36250 Op","38564 Op","40410 Op","41937 Op","43233 Op","44355 Op","45341 Op","46219 Op","47009 Op","47726 Op","48382 Op","48985 Op","50 NoOp","3000 NoOp","3065 NoOp","21487 NoOp","28816 NoOp","33196 NoOp","36250 NoOp","38564 NoOp","40410 NoOp","41937 NoOp","43233 NoOp","44355 NoOp","45341 NoOp","46219 NoOp","47009 NoOp","47726 NoOp","48382 NoOp","48985 NoOp"
"92.0","74.0","75.0","101.0","109.0","105.0","112.0","115.0","122.0","125.0","120.0","121.0","120.0","118.0","124.0","172.0","128.0","122.0","80.0","83.0","81.0","130.0","292.0","401.0","426.0","516.0","525.0","560.0","574.0","590.0","620.0","594.0","606.0","603.0","593.0","617.0"
